300
446 6 Medical 4 Closed Resolved_446
447 16 Crime 2 Closed Resolved_447
448 8 Medical 5 Closed Resolved_448
449 10 Medical 3 Closed Resolved_449
450 3 Crime 5 Closed Resolved_450
451 22 Fire 1 Closed Resolved_451
452 41 Fire 1 Closed Resolved_452
453 47 Medical 4 Closed Resolved_453
454 38 Fire 4 Closed Resolved_454
455 25 Fire 3 Closed Resolved_455
456 38 Crime 1 Closed Resolved_456
457 45 Fire 4 Closed Resolved_457
458 47 Crime 3 Closed Resolved_458
459 7 Crime 1 Closed Resolved_459
460 9 Fire 1 Closed Resolved_460
461 15 Crime 4 Closed Resolved_461
462 50 Medical 3 Closed Resolved_462
463 46 Crime 3 Closed Resolved_463
464 45 Fire 4 Closed Resolved_464
465 12 Crime 2 Closed Resolved_465
466 35 Fire 1 Closed Resolved_466
467 35 Medical 5 Closed Resolved_467
468 28 Medical 3 Closed Resolved_468
469 8 Medical 5 Closed Resolved_469
470 32 Fire 5 Closed Resolved_470
471 46 Crime 1 Closed Resolved_471
472 32 Medical 1 Closed Resolved_472
473 15 Crime 5 Closed Resolved_473
474 43 Crime 3 Closed Resolved_474
475 20 Crime 1 Closed Resolved_475
476 22 Medical 3 Closed Resolved_476
477 18 Crime 4 Closed Resolved_477
478 2 Medical 3 Closed Resolved_478
479 15 Medical 2 Closed Resolved_479
480 1 Medical 5 Closed Resolved_480
481 13 Crime 3 Closed Resolved_481
482 31 Fire 3 Closed Resolved_482
483 17 Fire 5 Closed Resolved_483
484 50 Crime 1 Closed Resolved_484
485 48 Medical 4 Closed Resolved_485
486 40 Fire 2 Closed Resolved_486
487 24 Fire 5 Closed Resolved_487
488 20 Medical 3 Closed Resolved_488
489 7 Medical 5 Closed Resolved_489
490 15 Fire 5 Closed Resolved_490
491 12 Fire 4 Closed Resolved_491
492 21 Crime 3 Closed Resolved_492
493 19 Crime 1 Closed Resolved_493
494 20 Crime 1 Closed Resolved_494
495 31 Medical 3 Closed Resolved_495
496 41 Crime 3 Closed Resolved_496
497 26 Medical 3 Closed Resolved_497
498 30 Crime 3 Closed Resolved_498
499 3 Crime 3 Closed Resolved_499
500 28 Crime 1 Closed Resolved_500
